[[ 1.00000e+00, -9.51970e-01,  4.54680e-01,  9.60820e-01, -3.16850e-01,  8.25620e-01, -3.00330e-01,  2.93380e-01, -1.72900e-02,  1.23310e-01,  1.92680e-01,  7.98700e-02,  4.82460e-01],
 [ 2.00000e+00, -7.85400e-02,  4.54680e-01,  9.60820e-01, -3.16850e-01,  1.36060e-01, -3.00330e-01, -9.76310e-01, -1.34289e+00, -6.65000e-03,  1.92680e-01, -5.25930e-01, -4.82460e-01],
 [ 3.00000e+00,  4.97880e-01, -5.92100e-02,  9.60820e-01, -3.16850e-01, -2.46490e-01, -5.75450e-01, -1.77790e-01, -3.01720e-01,  7.58300e-01,  8.81130e-01,  4.01480e-01,  4.82460e-01],
 [ 4.00000e+00,  1.09449e+00, -6.11130e-01,  9.60820e-01, -3.16850e-01, -2.46490e-01,  1.58487e+00, -8.47320e-01,  1.28610e+00,  5.84890e-01, -7.11260e-01, -8.46370e-01,  4.82460e-01],
 [ 5.00000e+00,  1.09449e+00, -1.43719e+00,  2.49230e-01, -3.16850e-01, -3.47990e-01, -6.95090e-01, -1.55521e+00,  4.38520e-01,  5.84890e-01, -2.55524e+00, -2.07848e+00,  4.82460e-01],
 [ 6.00000e+00,  4.97880e-01,  4.54680e-01,  9.60820e-01, -3.16850e-01,  5.21350e-01, -1.23177e+00, -1.92800e-02, -1.72900e-02, -2.18109e+00,  1.86203e+00,  4.01480e-01, -4.82460e-01],
 [ 7.00000e+00, -7.85400e-02, -6.11130e-01, -5.70090e-01, -3.16850e-01,  1.36060e-01, -4.39990e-01, -8.47320e-01, -3.01720e-01, -6.65000e-03, -7.11260e-01, -1.54858e+00, -4.82460e-01],
 [ 8.00000e+00, -9.51970e-01,  4.54680e-01, -5.70090e-01, -3.16850e-01,  6.29670e-01,  1.45421e+00,  5.83310e-01,  1.31360e-01,  9.39490e-01,  1.92680e-01,  1.92173e+00, -4.82460e-01],
 [ 9.00000e+00, -7.85400e-02, -5.92100e-02,  9.60820e-01, -3.16850e-01, -5.80160e-01, -4.39990e-01, -2.39883e+00,  1.31360e-01, -4.05810e-01, -7.11260e-01, -2.15750e-01, -4.82460e-01],
 [ 1.00000e+01, -9.51970e-01, -1.22751e+00, -5.70090e-01, -2.21660e-01, -3.47990e-01,  1.28610e+00,  1.06238e+00, -1.72900e-02, -5.27450e-01,  5.29750e-01,  1.22470e+00, -4.82460e-01],
 [ 1.10000e+01, -7.85400e-02, -1.22751e+00,  9.60820e-01, -3.16850e-01, -4.67250e-01,  3.32000e-03, -1.55521e+00,  1.31360e-01,  4.15940e-01,  5.29750e-01,  1.22470e+00,  4.82460e-01],
 [ 1.30000e+01,  4.97880e-01, -5.92100e-02, -5.70090e-01, -3.16850e-01, -5.18800e-02, -5.75450e-01, -2.09015e+00, -1.72900e-02, -2.76070e-01, -7.11260e-01, -8.46370e-01,  4.82460e-01],
 [ 1.40000e+01, -9.51970e-01, -6.11130e-01, -5.70090e-01, -3.16850e-01,  9.10930e-01, -3.00330e-01, -1.92800e-02, -1.72900e-02, -4.05810e-01, -2.17120e-01, -2.15750e-01,  4.82460e-01],
 [ 1.50000e+01, -9.51970e-01, -6.11130e-01, -5.70090e-01, -3.16850e-01,  8.25620e-01,  2.12700e+00,  1.88511e+00,  1.31360e-01, -6.52530e-01,  1.86203e+00,  1.92173e+00, -4.82460e-01],
 [ 1.60000e+01,  1.09449e+00,  4.54680e-01,  9.60820e-01, -3.16850e-01, -1.05308e+00,  3.21970e-01, -1.77790e-01, -9.16990e-01,  1.23310e-01, -1.37983e+00, -1.54858e+00,  4.82460e-01],
 [ 1.70000e+01, -7.85400e-02,  1.16365e+00,  9.60820e-01, -3.16850e-01, -2.05048e+00,  6.37790e-01, -7.17270e-01,  1.61108e+00,  1.13407e+00, -1.37983e+00, -1.18084e+00,  4.82460e-01],
 [ 1.80000e+01, -9.51970e-01, -6.11130e-01, -5.70090e-01,  1.14400e-01, -4.67250e-01,  8.05230e-01,  2.93380e-01,  2.03972e+00,  1.81175e+00, -1.37983e+00, -2.15750e-01,  4.82460e-01],
 [ 1.90000e+01, -9.51970e-01,  4.54680e-01,  9.60820e-01, -3.16850e-01,  9.10930e-01,  1.67670e-01,  5.83310e-01, -6.06330e-01, -1.25773e+00,  1.92680e-01,  1.22470e+00, -4.82460e-01],
 [ 2.00000e+01, -9.51970e-01, -6.11130e-01,  9.60820e-01, -3.16850e-01,  1.49158e+00, -1.37639e+00, -2.63199e+00,  1.81866e+00, -1.25773e+00,  5.29750e-01, -1.18084e+00, -4.82460e-01],
